,kmp.id.nospace,mom.id,litter,sex,X3.way,age.months.cont,group.size,location1,am.pm,obs.time.hr,i.aggr.all,Total.monthly.rainfall
1403,CJ,AAW,AABE,F,Subordinate control,2,19,forage,am,0.35972,1,9.000001
1404,CK,AAW,AABE,F,Subordinate control,2,19,forage,am,0.34444,2,9.000001
1405,CL,AN,AABF,F,Subordinate control,1.9,12,forage,am,0.34194,3,2
1406,AP,AAH,AAAL,M,Dominant control,2,17,forage,pm,0.24944,0,20.399998
1407,AQ,AAH,AAAL,M,Dominant control,2,17,forage,pm,0.24778,0,20.399998
1408,CM,AAW,AABE,M,Subordinate control,2,19,forage,am,0.35333,8,9.000001
1409,CN,AAW,AABE,M,Subordinate control,2,19,forage,am,0.34667,5,9.000001
1410,CO,AN,AABF,M,Subordinate control,1.9,12,forage,am,0.33889,4,2
1411,CP,AN,AABF,M,Subordinate control,1.9,12,forage,am,0.33861,4,2
1412,CQ,AN,AABF,M,Subordinate control,1.9,12,forage,am,0.34028,5,2
1413,AR,AAI,AAAM,F,Dominant treated,2,32,burrow,pm,0.10361,0,59.999993
1414,AS,AAI,AAAM,F,Dominant treated,2,32,forage,pm,0.55778,3,59.999993
1415,AT,AAJ,AAAN,F,Subordinate control,1.7,33,forage,pm,0.27111,6,29.599995
1416,AU,AAK,AAAO,F,Dominant control,2,5,forage,am,0.33833,10,21.999998
1417,AV,AAK,AAAO,M,Dominant control,2,5,forage,am,0.33722,3,21.999998
1418,AX,AAL,AAAP,F,Dominant treated,2.2,33,forage,am,0.33722,1,11.999999
1419,AY,AAL,AAAP,F,Dominant treated,2.2,33,forage,am,0.34389,0,11.999999
1420,BD,AAL,AAAP,M,Dominant treated,2.2,33,forage,am,0.35556,1,11.999999
1421,BH,AX,AAAT,M,Subordinate control,1.9,7,forage,am,0.33917,3,26.399998
1422,BI,AX,AAAT,M,Subordinate control,1.9,7,forage,pm,0.25778,0,26.399998
1423,BJ,A,AAAU,F,Subordinate control,2.1,8,forage,pm,0.24528,0,34.000022
1424,BK,A,AAAU,F,Subordinate control,2.1,8,forage,pm,0.24861,0,34.000022
1425,BM,AAQ,AAAW,F,Subordinate control,1.6,22,burrow,am,0.10028,0,20.399998
1426,BN,AAR,AAAX,M,Dominant control,2,22,forage,am,0.34556,1,28.599995
1427,BO,AAQ,AAAW,M,Subordinate control,1.6,22,forage,pm,0.30917,20,20.399998
1428,BP,AAQ,AAAW,M,Subordinate control,1.6,22,forage,am,0.27639,5,20.399998
1429,BQ,AAQ,AAAW,M,Subordinate control,1.6,22,forage,am,0.35389,9,20.399998
1430,BR,AAS,AAAY,F,Dominant control,2,10,forage,pm,0.18194,0,27.599995
1431,BS,AAS,AAAY,M,Dominant control,2,10,burrow,pm,0.16056,0,27.599995
1432,BU,AAS,AAAY,M,Dominant control,2,10,forage,pm,0.17944,0,27.599995
1433,BW,AAT,AAAZ,F,Dominant control,2,34,forage,am,0.32139,1,9
1434,CR,AAX,AABG,F,Dominant control,2,12,forage,am,0.33361,0,36.199993
1435,CS,AAX,AABG,F,Dominant control,2,12,forage,am,0.34722,0,35.199993
1436,CT,AAX,AABG,F,Dominant control,2,12,burrow,pm,0.09944,0,36.199993
1437,CU,AAX,AABG,F,Dominant control,2,12,burrow,am,0.07972,0,36.199993
1438,BX,AAT,AAAZ,M,Dominant control,2,34,forage,am,0.32056,5,9
1439,BY,AAT,AAAZ,M,Dominant control,2.1,34,burrow,am,0.09361,0,12.6
1440,BZ,AAT,AAAZ,M,Dominant control,2.1,34,burrow,am,0.02639,0,12.6
1441,CV,AAX,AABG,M,Dominant control,2,12,forage,am,0.39083,1,36.199993
1442,CA,AAU,AABA,F,Subordinate control,1.8,24,forage,pm,0.24194,1,11.999999
1443,CB,AAU,AABA,F,Subordinate control,1.8,24,forage,pm,0.26028,1,11.999999
1444,CE,AAU,AABA,F,Subordinate control,1.8,24,forage,pm,0.24167,2,11.999999
1445,CW,CB,AABH,F,Subordinate control,1.9,9,burrow,am,0.09556,0,49.00011
1446,CC,AAU,AABA,M,Subordinate control,1.8,24,forage,am,0.22472,0,11.999999
1447,CX,CB,AABH,M,Subordinate control,1.9,9,burrow,am,0.09194,0,49.00011
1448,CY,CB,AABH,M,Subordinate control,1.9,9,forage,am,0.33889,0,49.00011
1449,A,AAA,AAAA,F,Subordinate control,2.2,29,forage,pm,0.25722,0,11.199999
1450,C,AAA,AAAA,M,Subordinate control,2.2,29,forage,am,0.02,0,11.199999
1451,D,AAA,AAAA,M,Subordinate control,2.2,29,forage,pm,0.27083,0,11.199999
1452,H,F,AAAC,F,Subordinate control,2,12,forage,pm,0.24167,1,5.8
1453,I,AAC,AAAD,F,Dominant control,2.2,17,forage,am,0.32667,5,40.79999
1454,CF,AAB,AABC,M,Dominant control,2,27,forage,am,0.36056,0,4.2
1455,Q,F,AAAC,M,Subordinate control,2,11,forage,am,0.35278,10,5.8
1456,L,F,AAAC,M,Subordinate control,2,12,forage,pm,0.26222,1,5.8
1457,R,AAC,AAAD,M,Dominant control,2.2,17,forage,pm,0.24389,0,40.79999
1458,S,AAC,AAAD,M,Dominant control,2.2,17,forage,pm,0.24444,2,40.79999
1459,M,AAC,AAAD,M,Dominant control,2.2,17,forage,pm,0.25528,0,40.79999
1460,N,AAC,AAAE,M,Dominant treated,2.1,20,burrow,pm,0.03472,0,5.8
1461,T,AAC,AAAE,M,Dominant treated,2.2,20,burrow,pm,0.04889,0,5.4
1462,O,AAC,AAAE,M,Dominant treated,2.1,20,forage,pm,0.21972,2,5.8
1463,P,AAC,AAAE,M,Dominant treated,2.1,20,forage,pm,0.22083,3,5.8
1464,CG,AR,AABD,F,Subordinate control,1.9,22,forage,pm,0.25111,0,13.999998
1465,CH,AR,AABD,M,Subordinate control,1.9,22,forage,pm,0.25056,1,13.999998
1466,X,AAD,AAAF,F,Dominant control,1.9,5,forage,am,0.33861,1,2.6
1467,Y,AAE,AAAG,F,Dominant treated,2.1,15,forage,am,0.26528,2,10.2
1468,Z,AAE,AAAG,F,Dominant treated,2.1,15,forage,pm,0.22167,0,10.2
1469,AA,AAE,AAAH,F,Dominant control,1.7,15,forage,am,0.35028,1,9.000001
1470,AB,AAE,AAAG,M,Dominant treated,2.1,15,forage,am,0.25917,1,10.2
1471,AF,AAF,AAAJ,F,Dominant control,2,10,forage,am,0.34639,2,34.000022
1472,AG,AAF,AAAJ,F,Dominant control,2,10,burrow,am,0.07806,0,37.000022
1473,AH,AAF,AAAJ,F,Dominant control,2,10,burrow,am,0.08778,0,37.000022
1474,AI,AAF,AAAI,F,Dominant treated,1.9,12,forage,pm,0.27028,0,106.000108
1475,AD,AAF,AAAI,F,Dominant treated,1.9,12,forage,pm,0.2975,1,106.000108
1476,AE,AAF,AAAI,M,Dominant treated,1.9,12,forage,pm,0.29611,0,106.000108
1477,AJ,AAG,AAAK,F,Dominant control,2,15,forage,pm,0.28556,7,6.2
1478,AK,AAG,AAAK,M,Dominant control,2,15,forage,pm,0.07667,0,6.2
1479,AM,AAG,AAAK,M,Dominant control,2.1,15,burrow,am,0.08722,0,6.2
1480,CI,AR,AABD,F,Subordinate control,1.9,22,burrow,pm,0.09944,0,13.999998
1481,AN,AAH,AAAL,F,Dominant control,2.1,22,forage,am,0.54139,6,9.400001
1482,CJ,AAW,AABE,F,Subordinate control,2,19,forage,pm,0.26778,0,9.000001
1483,CK,AAW,AABE,F,Subordinate control,2,19,forage,pm,0.26611,4,9.000001
1484,CL,AN,AABF,F,Subordinate control,1.9,12,forage,pm,0.24083,4,2
1485,AP,AAH,AAAL,M,Dominant control,2,17,burrow,pm,0.09778,0,20.399998
1486,AQ,AAH,AAAL,M,Dominant control,2,17,burrow,pm,0.07944,0,20.399998
1487,CM,AAW,AABE,M,Subordinate control,2,19,forage,am,0.29889,7,9.000001
1488,CN,AAW,AABE,M,Subordinate control,2,19,forage,am,0.345,1,9.000001
1489,CO,AN,AABF,M,Subordinate control,1.9,12,forage,pm,0.23333,0,2
1490,CP,AN,AABF,M,Subordinate control,1.9,12,forage,pm,0.19222,0,2
1491,CQ,AN,AABF,M,Subordinate control,1.9,12,forage,pm,0.21194,0,2
1492,AR,AAI,AAAM,F,Dominant treated,2.1,33,burrow,am,0.13611,0,59.999993
1493,AS,AAI,AAAM,F,Dominant treated,2,32,forage,pm,0.19222,0,59.999993
1494,AT,AAJ,AAAN,F,Subordinate control,1.7,33,burrow,pm,0.08722,0,29.599995
1495,AU,AAK,AAAO,F,Dominant control,2,5,forage,am,0.27222,4,21.999998
1496,AV,AAK,AAAO,M,Dominant control,2,5,forage,am,0.33833,7,21.999998
1497,AX,AAL,AAAP,F,Dominant treated,2.2,33,forage,am,0.3775,1,11.999999
1498,AY,AAL,AAAP,F,Dominant treated,2.2,33,forage,am,0.31,3,11.999999
1499,BD,AAL,AAAP,M,Dominant treated,2.2,33,forage,am,0.34639,0,11.999999
1500,BH,AX,AAAT,M,Subordinate control,1.9,7,forage,am,0.34028,4,26.399998
1501,BI,AX,AAAT,M,Subordinate control,1.9,7,forage,pm,0.25472,5,26.399998
1502,BJ,A,AAAU,F,Subordinate control,2.1,8,burrow,pm,0.08667,0,34.000022
1503,BK,A,AAAU,F,Subordinate control,2.2,7,forage,am,0.34306,2,34.000022
1504,BM,AAQ,AAAW,F,Subordinate control,1.6,22,forage,am,0.34556,2,20.399998
1505,BN,AAR,AAAX,M,Dominant control,2,22,forage,pm,0.33528,5,28.599995
1506,BO,AAQ,AAAW,M,Subordinate control,1.6,22,burrow,pm,0.06944,0,20.399998
1507,BP,AAQ,AAAW,M,Subordinate control,1.6,22,forage,am,0.13389,0,20.399998
1508,BQ,AAQ,AAAW,M,Subordinate control,1.6,22,forage,am,0.15583,2,20.399998
1509,BR,AAS,AAAY,F,Dominant control,2,10,burrow,am,0.01917,0,28.599995
1510,BS,AAS,AAAY,M,Dominant control,2,10,burrow,pm,0.10861,0,27.599995
1511,BU,AAS,AAAY,M,Dominant control,2,10,forage,am,0.48667,0,28.599995
1512,BW,AAT,AAAZ,F,Dominant control,2.1,34,burrow,am,0.06583,1,12.6
1513,CR,AAX,AABG,F,Dominant control,2,12,burrow,pm,0.11417,0,36.199993
1514,CT,AAX,AABG,F,Dominant control,2,12,forage,am,0.34389,2,35.199993
1515,CU,AAX,AABG,F,Dominant control,2,12,forage,am,0.21861,0,36.199993
1516,BX,AAT,AAAZ,M,Dominant control,2.1,34,burrow,am,0.08139,0,12.6
1517,BY,AAT,AAAZ,M,Dominant control,2.1,34,burrow,am,0.10083,0,12.6
1518,BZ,AAT,AAAZ,M,Dominant control,2.1,34,burrow,am,0.10472,0,12.6
1519,CV,AAX,AABG,M,Dominant control,2,12,burrow,pm,0.07639,0,36.199993
1520,CA,AAU,AABA,F,Subordinate control,1.8,24,forage,pm,0.25917,2,11.999999
1521,CB,AAU,AABA,F,Subordinate control,1.9,25,burrow,am,0.09167,0,11.999999
1522,CE,AAU,AABA,F,Subordinate control,1.8,24,forage,pm,0.1525,0,11.999999
1523,CW,CB,AABH,F,Subordinate control,1.9,9,forage,am,0.40194,1,49.00011
1524,CC,AAU,AABA,M,Subordinate control,1.8,24,forage,pm,0.25556,0,11.999999
1525,CX,CB,AABH,M,Subordinate control,1.9,9,forage,am,0.34,1,49.00011
1526,CY,CB,AABH,M,Subordinate control,1.9,9,forage,am,0.33944,4,49.00011
1527,A,AAA,AAAA,F,Subordinate control,2.2,29,burrow,pm,0.12556,0,11.199999
1528,C,AAA,AAAA,M,Subordinate control,2.2,29,forage,pm,0.15556,0,11.199999
1529,D,AAA,AAAA,M,Subordinate control,2.2,29,burrow,pm,0.09444,0,11.199999
1530,H,F,AAAC,F,Subordinate control,2,12,forage,pm,0.26,0,5.8
1531,I,AAC,AAAD,F,Dominant control,2.2,17,forage,am,0.33333,5,40.79999
1532,CF,AAB,AABC,M,Dominant control,2,27,forage,am,0.38167,0,4.2
1533,Q,F,AAAC,M,Subordinate control,2,12,forage,pm,0.24889,2,5.8
1534,L,F,AAAC,M,Subordinate control,2,12,forage,pm,0.295,0,5.8
1535,R,AAC,AAAD,M,Dominant control,2.2,17,burrow,pm,0.08667,0,40.79999
1536,S,AAC,AAAD,M,Dominant control,2.2,17,burrow,pm,0.09222,0,40.79999
1537,M,AAC,AAAD,M,Dominant control,2.2,17,forage,am,0.33167,3,40.79999
1538,N,AAC,AAAE,M,Dominant treated,2.2,20,forage,pm,0.25028,0,5.4
1539,T,AAC,AAAE,M,Dominant treated,2.2,20,burrow,am,0.08889,0,5.4
1540,O,AAC,AAAE,M,Dominant treated,2.2,20,forage,pm,0.25417,0,5.4
1541,P,AAC,AAAE,M,Dominant treated,2.2,20,forage,pm,0.24833,2,5.4
1542,CG,AR,AABD,F,Subordinate control,1.9,22,burrow,am,0.08444,0,13.999998
1543,CH,AR,AABD,M,Subordinate control,1.9,22,burrow,pm,0.0925,0,13.999998
1544,X,AAD,AAAF,F,Dominant control,1.9,5,forage,am,0.1575,3,2.6
1545,Y,AAE,AAAG,F,Dominant treated,2.1,15,forage,pm,0.24806,2,10.2
1546,Z,AAE,AAAG,F,Dominant treated,2.2,15,forage,am,0.38361,3,13.799999
1547,AA,AAE,AAAH,F,Dominant control,1.7,15,forage,pm,0.25806,3,9.000001
1548,AB,AAE,AAAG,M,Dominant treated,2.1,15,forage,pm,0.32639,2,10.2
1549,AF,AAF,AAAJ,F,Dominant control,2,10,forage,pm,0.28861,1,34.000022
1550,AG,AAF,AAAJ,F,Dominant control,2,10,forage,am,0.35028,1,37.000022
1551,AH,AAF,AAAJ,F,Dominant control,2,10,forage,am,0.33306,3,37.000022
1552,AI,AAF,AAAI,F,Dominant treated,1.9,12,burrow,pm,0.03556,0,106.000108
1553,AD,AAF,AAAI,F,Dominant treated,1.9,12,forage,pm,0.22806,0,106.000108
1554,AE,AAF,AAAI,M,Dominant treated,1.9,12,burrow,pm,0.0625,0,106.000108
1555,AJ,AAG,AAAK,F,Dominant control,2,15,forage,pm,0.15139,2,6.2
1556,AK,AAG,AAAK,M,Dominant control,2.1,15,burrow,am,0.07444,0,6.2
1557,AM,AAG,AAAK,M,Dominant control,2.1,15,forage,am,0.31667,1,6.2
1558,CI,AR,AABD,F,Subordinate control,1.9,22,burrow,am,0.08472,0,13.999998
1559,AN,AAH,AAAL,F,Dominant control,2.1,20,forage,pm,0.35167,1,9.400001
1560,CJ,AAW,AABE,F,Subordinate control,2,19,forage,pm,0.22333,2,9.000001
1561,CK,AAW,AABE,F,Subordinate control,2,19,burrow,pm,0.05889,0,9.000001
1562,CL,AN,AABF,F,Subordinate control,1.9,12,forage,am,0.34028,0,2
1563,AP,AAH,AAAL,M,Dominant control,2,17,burrow,pm,0.03722,0,20.399998
1564,AQ,AAH,AAAL,M,Dominant control,2.1,22,burrow,am,0.09778,0,9.400001
1565,CM,AAW,AABE,M,Subordinate control,2,19,forage,pm,0.24389,3,9.000001
1566,CN,AAW,AABE,M,Subordinate control,2,19,forage,pm,0.25667,6,9.000001
1567,CO,AN,AABF,M,Subordinate control,1.9,12,burrow,am,0.08861,0,2
1568,CP,AN,AABF,M,Subordinate control,1.9,12,forage,am,0.34,0,2
1569,CQ,AN,AABF,M,Subordinate control,1.9,12,burrow,am,0.09083,0,2
1570,AR,AAI,AAAM,F,Dominant treated,2.1,33,burrow,am,0.02222,0,59.999993
1571,AS,AAI,AAAM,F,Dominant treated,2,32,burrow,pm,0.04694,0,59.999993
1572,AT,AAJ,AAAN,F,Subordinate control,1.7,33,burrow,pm,0.07417,0,29.599995
1573,AU,AAK,AAAO,F,Dominant control,2,5,forage,am,0.31389,2,21.999998
1574,AV,AAK,AAAO,M,Dominant control,2,5,forage,am,0.32,0,21.999998
1575,AX,AAL,AAAP,F,Dominant treated,2.2,33,forage,am,0.31472,1,11.999999
1576,AY,AAL,AAAP,F,Dominant treated,2.2,33,forage,am,0.34889,1,11.999999
1577,BD,AAL,AAAP,M,Dominant treated,2.2,33,forage,am,0.33944,0,11.999999
1578,BH,AX,AAAT,M,Subordinate control,1.9,7,forage,pm,0.25806,5,26.399998
1579,BI,AX,AAAT,M,Subordinate control,1.9,7,burrow,pm,0.09361,0,26.399998
1580,BJ,A,AAAU,F,Subordinate control,2.2,7,forage,am,0.34361,0,34.000022
1581,BK,A,AAAU,F,Subordinate control,2.2,7,forage,am,0.18778,1,34.000022
1582,BM,AAQ,AAAW,F,Subordinate control,1.6,22,forage,pm,0.23083,3,20.399998
1583,BN,AAR,AAAX,M,Dominant control,2,22,burrow,pm,0.00778,0,28.599995
1584,BO,AAQ,AAAW,M,Subordinate control,2.2,22,burrow,am,0.09944,0,12.6
1585,BP,AAQ,AAAW,M,Subordinate control,1.6,22,forage,pm,0.24333,4,20.399998
1586,BQ,AAQ,AAAW,M,Subordinate control,1.6,22,forage,pm,0.31778,4,20.399998
1587,BR,AAS,AAAY,F,Dominant control,2,10,forage,am,0.49111,0,28.599995
1588,BS,AAS,AAAY,M,Dominant control,2,10,burrow,am,0.11,0,28.599995
1589,BU,AAS,AAAY,M,Dominant control,2,10,forage,am,0.50333,3,28.599995
1590,BW,AAT,AAAZ,F,Dominant control,2.1,34,burrow,am,0.09333,0,12.6
1591,CR,AAX,AABG,F,Dominant control,2,12,forage,am,0.34222,0,35.199993
1592,CU,AAX,AABG,F,Dominant control,2,12,burrow,pm,0.07083,0,36.199993
1593,BX,AAT,AAAZ,M,Dominant control,2.1,34,burrow,am,0.04583,0,12.6
1594,BY,AAT,AAAZ,M,Dominant control,2.2,33,burrow,pm,0.07167,0,12.6
1595,BZ,AAT,AAAZ,M,Dominant control,2.2,27,forage,pm,0.25333,1,12.6
1596,CV,AAX,AABG,M,Dominant control,2,12,forage,am,0.33167,1,35.199993
1597,CA,AAU,AABA,F,Subordinate control,1.9,25,burrow,am,0.06861,0,11.999999
1598,CB,AAU,AABA,F,Subordinate control,1.9,25,forage,am,0.33167,0,11.999999
1599,CE,AAU,AABA,F,Subordinate control,1.9,25,burrow,am,0.09778,0,11.999999
1600,CW,CB,AABH,F,Subordinate control,1.9,9,forage,am,0.33833,1,49.00011
1601,CC,AAU,AABA,M,Subordinate control,1.9,25,burrow,am,0.08833,0,11.999999
1602,CX,CB,AABH,M,Subordinate control,1.9,9,forage,am,0.28361,1,49.00011
1603,CY,CB,AABH,M,Subordinate control,1.9,10,forage,pm,0.25278,1,49.00011
1604,A,AAA,AAAA,F,Subordinate control,2.3,29,forage,pm,0.29889,1,4.6
1605,C,AAA,AAAA,M,Subordinate control,2.2,29,burrow,pm,0.10222,0,11.199999
1606,D,AAA,AAAA,M,Subordinate control,2.3,29,forage,pm,0.26861,0,4.6
1607,H,F,AAAC,F,Subordinate control,2,11,forage,am,0.31639,1,5.8
1608,I,AAC,AAAD,F,Dominant control,2.2,17,forage,pm,0.255,0,40.79999
1609,CF,AAB,AABC,M,Dominant control,2,27,forage,am,0.36861,0,4.2
